Block Height,Block ID,Tx Fee,Block Reward,Miner Claimed,Unclaimed
181990,000000000000003c6783721bf5c0f0094e1d53aa73e87ba3f13ed5be3e06fc4c,58045010,5000000000,5057995010,50000
182000,000000000000068dce12903c1447e4c5b60311b61e443a25d5fc82c77f4f9a8f,6325000,5000000000,5006275000,50000
182054,00000000000004c544f7ada5e04717462fc5ef48948b39ba479078a59c64d772,4205000,5000000000,5004155000,50000
182070,00000000000009c22955f8677bd2977c6c7b5eb196fa0285cf3f3a08e5bae275,28850000,5000000000,5028800000,50000
182148,00000000000004a6ec08c1a211fb52136fd4ea612333e4851a10c5f34f0f9036,19230000,5000000000,5019180000,50000
182219,0000000000000a6e2cb7e24d93bb9f46d3a3525f8a7a6889ddab3d4c9c5154f0,29600000,5000000000,5029550000,50000
182322,00000000000003b35c9aed1453e46f8612c94fadf2f079a133ab3a45436e8431,14678655,5000000000,5014628655,50000
182370,000000000000036bc33958debfb45564d8ec32e55be115df1ef6e04f5429bda6,6825024,5000000000,5006815024,10000
182454,0000000000000256e46d46b389de5690e5033c1ebb94561fdc261bcb831d9c1b,4012500,5000000000,5003962500,50000
182535,00000000000001b23baefdcf024bbd7ef0dc7a7be52394ca6dbb46442a81c2f4,13302500,5000000000,5013252500,50000
182592,000000000000027a56de51861e7cfa4db647695ed47859e7d59e1311a9299188,31269840,5000000000,5031219840,50000
182598,0000000000000a082dd7feb2f967bd79479b15d289e2cc3bbb2585abae942c79,17270000,5000000000,5017220000,50000
182658,00000000000006de595566b4f0791f3035379592646a80e3f7811cdc4614e4ca,4766384,5000000000,5004716384,50000
182693,00000000000007d574b0c7fc319f7277f6e93ac51e2deb3d15145a1dcc632e39,7807500,5000000000,5007757500,50000
182727,000000000000068102bea630bf641e92fdf15b2d6305992fb24de25a881c3be8,2110000,5000000000,5002060000,50000
182751,0000000000000494ce7316bb9e9c1827d75e01bde65a57eaa30e25f092135463,1810000,5000000000,5001760000,50000
182755,00000000000001d3b420bbea5aadcbb286d2a7a5251ab6702bba6b1175136065,13912500,5000000000,5013862500,50000
182756,000000000000026c81722f53e5d866b6eda48fa70d663f59f060a5bc20a9a36f,14926167,5000000000,5014876167,50000
182794,00000000000003f55dc73018b1ef4ffe2c7f7532903a42302ac8b1a47f30ee94,20930000,5000000000,5020880000,50000
182811,0000000000000311436bdac5a18ae08196d4d517155faaff7b5dca0269733674,30430000,5000000000,5030380000,50000
182823,0000000000000086b47ac32b2d2c6e6c95e5352160c8dbb2ef3a6d00ba90d716,6410000,5000000000,5006360000,50000
182863,000000000000058bd2f44fe9a2c016ba3fbd4c976a0b6e92e686c4acb3aa5262,14250000,5000000000,5014200000,50000
182907,00000000000008a0e404043abfea5895ec69edb8d3216188e69e75f89da5537a,14622500,5000000000,5014572500,50000
182934,000000000000030dc3211a23b7a604912a1d1b3099d0fac270dd94ac7c0e3e7c,6360000,5000000000,5006310000,50000
182988,00000000000004599d7401c06913f779d6fb13fda92c80ed80d14daac3f41810,7407500,5000000000,5007357500,50000
183039,000000000000046c4900fe98914f9ba182d08a2b5363e8cd2b3d7df98256819f,29930000,5000000000,5029880000,50000
183110,00000000000009243b40f55e35c757be2586baf549b894497a207048081edefe,176702500,5000000000,5176652500,50000
183130,000000000000001e6c5d9d1e1e290183de56fe9c9235dbd4c0b58328920e51f6,30727495,5000000000,5030677495,50000
183189,000000000000059ff6c853e5e642d126bba665225e3915bb92d18c2e52607c62,21275663,5000000000,5021225663,50000
183258,0000000000000a7f2c15eb2f8e0837af01e83a625b67bdae5803931ea3203718,7350000,5000000000,5007300000,50000
183259,00000000000005877784ec952bc60d338756c7b68481f7ee73412f3ff258aef4,3450000,5000000000,5003400000,50000
183486,0000000000000189d4ead2bbb1cfb72993fb7ba59cc9de805ce568c2fd9dd835,31610000,5000000000,5031560000,50000
183491,00000000000004782aba7c6f2080f62c3d10b8b746691b1a8458c4f64c970669,50322500,5000000000,5050272500,50000
183612,00000000000000bc90c57c233003222b20155500ae1876ded60e172495823aef,15070000,5000000000,5015020000,50000
183628,000000000000096e0c2ec34d57f7dbc7a9955b1c2541ac0aa99e50e54c123db6,73865000,5000000000,5073815000,50000
183745,0000000000000627e9998227aafa0dc0cd8fb4c7758dd26cb03385ea3e394d59,16627510,5000000000,5016577510,50000
183770,00000000000006b66a46b685e4df690237a4e8db4c4584b250e8fa96a4b45e61,32860000,5000000000,5032810000,50000
183798,00000000000000d2e7d6ef76cc46751f71c2013a81a87a656541eec8e722efed,22290000,5000000000,5022240000,50000
183852,00000000000006e926fc9180bb0380959e5f481b9185791d6d421438f777b943,29707500,5000000000,5029657500,50000
183868,00000000000003fca0b67e93ce504b1027a72aaf7b06bcc175726337295334f6,20066399,5000000000,5020016399,50000
183891,00000000000003e5182a5276a1222c1947465990fc0f3ad43713616a2400ec72,3400000,5000000000,5003350000,50000
183953,000000000000067eb23ff399d552c8af4bd5365bea5dda0a17573786b4c71121,6132500,5000000000,5006082500,50000
183956,0000000000000054d0f1a8c273daa38f885bdfea79d6f2a17e3e9ed14b2f3c4c,16097500,5000000000,5016047500,50000
183964,00000000000000949f3f37bd3e3afe4d473c1fae0b7572a8a6e22147d84bf037,39247501,5000000000,5039197501,50000
183983,000000000000041bde9ecf92e3cf99ab4711c63bb5aa081c7f8171c47a72997a,10685000,5000000000,5010675000,10000
184083,000000000000058192e00bde52d63ed724f0cfbe86b0a93d9188b5938de01490,28837500,5000000000,5028787500,50000
184177,0000000000000632348f38077a5fe13d0d6c879b753cbe77804a7cf8eb68869f,750000,5000000000,5000700000,50000
184265,000000000000056e02d8de4d183eeb8db2ee8ae2f1be4595f82777f17c52818e,57086000,5000000000,5057036000,50000
184290,00000000000001cab385b23cefc0c330c8b1183ed624b60e456440b8217f2146,57892500,5000000000,5057842500,50000
184315,00000000000009355e499cd32cdcd379c16867c4d86cf2d6e7f0342fa3abbfd9,52392500,5000000000,5052342500,50000
184334,0000000000000105662f4c86dfec6639c77fdb8a9369c6f7091dabd61806c30d,31520000,5000000000,5031470000,50000
184336,000000000000091dfb3fabe24391162c4ea8fac12d2f1faf818a85cb5449cda1,18692500,5000000000,5018642500,50000
184344,000000000000045365972b7c598fd0f9d5443a15bff2afa588e8bc1bfa9a332c,77345797,5000000000,5077295797,50000
184369,00000000000004cdc780f2095960b7ac103ad1dacaf91377f4254285f046005a,45547500,5000000000,5045497500,50000
184403,000000000000066930aefb95e7ff55034ceabb569a7e5aca1257fa3920933f84,67480000,5000000000,5067430000,50000
184409,0000000000000757614699e11a456e3d2fb276a53faa520f72561b22819d22c5,53690000,5000000000,5053640000,50000
184441,000000000000051187e3f2dce858826b15f5604bcff04adba51aeb229d528b68,65345000,5000000000,5065295000,50000
184450,000000000000094e7a14c94f76b461afd4a43bef92cb2956a70fa0cdeb156a6d,33227500,5000000000,5032527500,700000
184462,000000000000015bf8a20d5248db34781af49b459c03151c3e2a2ae8dcfe246e,63265000,5000000000,5063215000,50000
184468,0000000000000863a9b5c1a8bbf2a586b1bc7d0457137c534ca7f52e17d58aac,31542500,5000000000,5031492500,50000
184472,00000000000008173bd4653053dfe0fc1720538163d95e0711f9ace3d7dc44b4,26480000,5000000000,5026430000,50000
184476,00000000000000c8caa5c93c8d498e894e66b256f8bcd88fb9cdd9ce7b7b24bc,37667500,5000000000,5037617500,50000
184483,00000000000004ec1cc6c03a75b8139fb4789c023fa9282547299b4ea62342db,81782500,5000000000,5081732500,50000
184507,0000000000000165844538ecf570621c7d2e849fe91d49eb39cfb4d8887fdd43,40317500,5000000000,5040267500,50000
184513,00000000000008e42fec4451be3bdc68ca0fc2306eec9af05308530a1c9a3eeb,54232500,5000000000,5054182500,50000
184618,00000000000005e7303f9014a3ead6b12ccecd6d6838b7c5f8bb580ec7c2d3b0,17145000,5000000000,5017095000,50000
184633,00000000000000ff849156723478f39b363c45a21861fc6c08e475cd3b6fe44e,19827500,5000000000,5019777500,50000
184665,0000000000000a1a98c379c7e99035babcb8d3779042d98570cb70bb43a88a28,13402500,5000000000,5013352500,50000
184687,000000000000006691824d6ba4949e2fd146846d56841b5acceed6366b1fef96,37090000,5000000000,5037040000,50000
184693,0000000000000097b2cfd23eb15ba9325248e21e34492757d39aee50031a0718,31652500,5000000000,5031602500,50000
184717,00000000000000417f4c7da7cadb488772226d57a947e4bfc95689d37cf66476,17147500,5000000000,5017097500,50000
184781,0000000000000835a617643d2d99d5e1883dc01fb487dcea0edf13a541d99000,45410000,5000000000,5045360000,50000
184801,000000000000030f324d3a7f3ffce38338069c6319fd6790d9f60e30cdc4c5df,26652500,5000000000,5026602500,50000
184804,00000000000006c0ae0bd4d2b9aabd5366d2cd7028bd2fe9baebc813d4f88d27,7005000,5000000000,5006955000,50000
184881,00000000000005ff2305f46e8504bf2289a01f33d4d1f3a970b33367a603511a,1722500,5000000000,5001672500,50000
184909,000000000000075008f8c4c2529ff3f6ba904d1b2ea25383dcd619c9eca04480,6634117,5000000000,5006584117,50000
184910,00000000000000bf0ec27ab193f49653d300be8ecd01c087b2a4a98b2fa4372c,15957500,5000000000,5015907500,50000
184913,00000000000002556ac66c55013448b63a446776cf8c9507fd2dd80aa3fb899f,33122500,5000000000,5033072500,50000
184920,000000000000076bc16b62ac6f698487e52a16590e9a48e8985cd4523e1ab9dc,1850000,5000000000,5001800000,50000
184961,00000000000001f4ee50b0c23b45806e37bdd543705a0ec06c7114d541dd4197,1550000,5000000000,5001500000,50000
184996,00000000000004ff7fb99038cd3252e43aeaa2fa999f058a4069fbb47ca09e2c,26477500,5000000000,5026427500,50000
185030,000000000000030d64404a6bc3f6580523ad1527bff8478ac2b639a4f631c6ea,17392500,5000000000,5017342500,50000
185033,00000000000009cc5b2dd2dacd6d20580f9ac11d67a75ac6b630c32b693fba8f,1550000,5000000000,5001500000,50000
185052,0000000000000755e8919e48653d537fda399b9e34e2147b4efed5689a844abc,32677500,5000000000,5032627500,50000
185054,000000000000026e78935dff0614666180136450627353e0783620e6e965938d,2136116,5000000000,5002086116,50000
185058,00000000000002ff8968184ae5ee178c0c048033b2f9b2ad4a7f7aa3f09675e5,44620280,5000000000,5044570280,50000
185072,0000000000000855a375b68b900a42ed1b4af912984c7602e441674b38a05ab0,31800000,5000000000,5031750000,50000
185075,00000000000006e97bf98bee8f3a3c5b73bcf8d6f41e898efefc050bc17ed490,30914162,5000000000,5030864162,50000
185091,000000000000016f68e0d160a2dba6be8915bd9b39192c0536e42b48dc848d0e,15405000,5000000000,5015355000,50000
185110,000000000000017d2260cfe5118eb3466b3596c24b0c15ec43ab3bd244dc18f3,14100000,5000000000,5014050000,50000
185161,00000000000005e9076b50ba6032a7cd45459238df80d12d7edc632619fa2ae8,6400100,5000000000,5006350100,50000
185219,000000000000081bf76d2ca19b1110cc2894226e8a645b3078ba6769c033ea94,8605000,5000000000,5008555000,50000
185222,000000000000020b7bc8c24356284403b6d23a8a1495e8d0a52751ebefb22134,4477500,5000000000,5004427500,50000
185276,00000000000009854359056f14086e0c3cf4583db00ab2b142abc0f848f4b67b,53857500,5000000000,5053707500,150000
185292,00000000000009635c7e05cad3519635fcf24798e1112625808977e835ce0b38,13966000,5000000000,5013916000,50000
185326,000000000000019a3f416d0f3cb18de548b383340f44728322701b5026009dbb,36110100,5000000000,5036060100,50000
185359,00000000000004f8e07961d3034afcb7198c92dceeab4663941fee7db4ac3129,35600000,5000000000,5035550000,50000
185366,00000000000005191b16cd8af219c1aeffb52bad078bf44b68d52a6b4bae869c,103418776,5000000000,5103368776,50000
185388,00000000000006769c4f7f89710e4805e59ae9b461618774b695d12e4e8cb1d1,11665000,5000000000,5011615000,50000
185512,00000000000006d27ebdf85e4692846abea082b8efef00cc2602d557c917a664,58780000,5000000000,5058730000,50000
185605,00000000000000df508bef42bfdfae153737a06d37fd9da848801ae61708f1a6,18410000,5000000000,5018360000,50000
185621,0000000000000333ed4347c8bcea77745ead34a01ee0aefb929fcf497e6fed86,4202500,5000000000,5004152500,50000
185638,00000000000004e89ba6907cb3b868834eeab8788eea78db0fe7c58b9f787ba9,9790000,5000000000,5009740000,50000
185669,00000000000006aea217268b8b795c512da9d37b2bd9cfc180636870d06511fb,28822500,5000000000,5028772500,50000
185709,000000000000054b3cdd1ac574da4070fd78343f77bd15db97642a09df8266ba,53050000,5000000000,5053000000,50000
185722,00000000000000d64e39340808f27366426fb7e54177d06e8dd02c159681d1e2,16560000,5000000000,5016510000,50000
185740,00000000000004d87a51bb69f84c03523ea1df8f912051e6fd081f9118754044,3897500,5000000000,5003847500,50000
185761,000000000000089aa1b26a75714d83a4044345892ba1c697c61e61fa6fd5cbd4,12952510,5000000000,5012902510,50000
185784,0000000000000885d423bf3bd62a61475ef472233e859e2a47d8bc68405e0197,4510000,5000000000,5004460000,50000
185837,000000000000005376be5e75334c47fcef39f2b6aeb3554a4033b716f3b0289e,12607000,5000000000,5012557000,50000
185866,000000000000009e7f1bdf4ff4195867dab226835f247fc78437dbcbf123a247,7210000,5000000000,5007160000,50000
185868,000000000000093716a7863845163f98c086b2b2631c68c53b5243402b49fcc4,9365000,5000000000,5009315000,50000
185876,00000000000009809958a21da58bcf5e6e42375f9fdbd322d135a088a2d01609,1550000,5000000000,5001500000,50000
185893,00000000000001ed91aca2b1828bb75c48fa3bb2377c5bc0d07fc1ce482e0813,30860000,5000000000,5030810000,50000
185911,00000000000005e163fd7437ae4b0781ab6ccd62a63fbab0ad69d3a8aa03228f,6114309,5000000000,5006064309,50000
186047,00000000000007dcc3eda2f8606215460ed0b1a090fad6a00baad2a99452c86a,3710000,5000000000,5003560000,150000
186048,000000000000088cc586cf4a619f2b00f68131f3310df89dafebd8363ba683be,18600000,5000000000,5018550000,50000
186076,0000000000000429f37e05045a6cd6d0ee6a429deb2a577fb7f8aa2d37656655,20619436,5000000000,5020569436,50000
186135,00000000000002ea6a3b6ec6d5e260f9af7db8e0d485b96cf615058eed0616b5,28001533,5000000000,5027951533,50000
186140,00000000000000776fb8b9cd7a835e4f51b790f8c55d9fb5467fe5c836f50193,8587500,5000000000,5008537500,50000
186145,000000000000027d43246f248cacf3118465bb1fe9cffe3e5e9eafc6a57533a8,2863845,5000000000,5002853845,10000
186163,0000000000000055c20f00bf07a2b21dff374d0d987abb151c71d4c11f9084d5,3605000,5000000000,5003555000,50000
186177,00000000000007cf8d8f16d57394dabbb44ecb8327cbd2c17eb75b4ffc304f2f,7517500,5000000000,5007467500,50000
186199,00000000000008e71ace5ccc3d9cbeb9e7e74171bb16b012de1763c7da51e02a,2579700,5000000000,5002529700,50000
186216,000000000000016875cdb7cb8a0eae585e4097993add274198e55c38b5d17f12,5100000,5000000000,5005050000,50000
186262,000000000000018c053abd16f564c49e348a72a7ceb436726a8914b2dc5b057b,13524380,5000000000,5013474380,50000
186331,000000000000008817b7fca7dd9ac3a5eaf4f813a1f21ab51639dfe64734b8de,15829673,5000000000,5015779673,50000
186333,00000000000003ef098c5c85ff9ae0f9b445ee87c439393b5f5d884940fb58b6,13301000,5000000000,5013251000,50000
186365,00000000000004d6eea384dee407280b798ad2ebef8e7b5266cc7427fd7a789b,5267029,5000000000,5005217029,50000
186398,000000000000070ee17292ccb816dff7ef0b2bfc8fcb97faba6d24cd83e5f7f7,2550000,5000000000,5002500000,50000
186417,00000000000008c49170ecdb16eefeebbe72824d86d87126481664e287a357b1,19064993,5000000000,5019014993,50000
186428,000000000000082abb423917b8bdbd612862d1468ecfa13a0fc456cd7d6c9a0a,2605000,5000000000,5002555000,50000
186439,00000000000000a98bd31e5afbc6838fbcf51e0729f6c3345bb0adc2236963c8,1550000,5000000000,5001500000,50000
186446,000000000000021fce8501fe3df9f3b99af7a5d409ed6594bd37d6163430f804,2750000,5000000000,5002700000,50000
186457,00000000000000aa088e9101397d10884bcea84be338ad3eda399cd12a2c9463,7650000,5000000000,5007600000,50000
186467,000000000000024e779256b1025a870b1d9110d8c39c93db1184545aa684dc86,2692500,5000000000,5002642500,50000
186474,0000000000000278192920475509c4c18c6c09bc5f3913c53fea9ccdbb975b41,7912500,5000000000,5007862500,50000
186485,00000000000002cc300c8aeacbcb3997fa2a8aa32ec2f138c29ffc4768c65495,26515000,5000000000,5026465000,50000
186498,00000000000001c679340d6ed88b7dc6ac04980ac217d842f2e7210f19e6eeff,16355000,5000000000,5016305000,50000
186508,000000000000007d37b43b72a221d64c9b9c5d2c0212b15f5cde9766cc05a925,12500000,5000000000,5012450000,50000
186513,000000000000067b198c0cf2ebbf321d2e5c40950aa4571d90367f7d825dd5b7,1550000,5000000000,5001500000,50000
186514,0000000000000221b44604e95c0af136c91c50efcc2e4e48411ef2846bcb50b7,11400000,5000000000,5011350000,50000
186559,00000000000001433005a8a1a3d7fd338b1e36b6ddbee67100f074bcca0caf99,29407500,5000000000,5029357500,50000
186602,00000000000002d1f0b6a143fd36141bf553f65603add6b929892473c16fa998,28852500,5000000000,5028802500,50000
186612,00000000000000e7e2df014291cd5a2ae999f402596c6678636176ea5093abdb,1600000,5000000000,5001550000,50000
186618,00000000000000f7ca2db8a6090943df3acb7c96af21c8d6b0c3b4ad5e1196a8,1550000,5000000000,5001500000,50000
186678,00000000000009721d739dd72c84ae69ac943a26b641831015e61ee220fda072,14627500,5000000000,5014577500,50000
186712,0000000000000618341c72a37e35345eea5824e690a4a72db68168b5fe422577,1527500,5000000000,5001477500,50000
186749,0000000000000629a662cad1bc80e4054e23b345416d76948881d3365c4b2a4f,1500000,5000000000,5001450000,50000
186754,00000000000006379c2ef0c4ef3f82a5a72ff8034baf2fb1aec3bfba33d37ba9,4550000,5000000000,5004500000,50000
186769,00000000000009306c3ded6815e5905cbe59ed2205fa56bc093bad03e3848d93,13631718,5000000000,5013581718,50000
186782,0000000000000649dbed77500a6048c4cbdc342faabdb9b66870eeb01fc9921d,29085001,5000000000,5029035001,50000
186797,00000000000001e7bf1f30049557bfb55a956dfaa5aa7cdc4df69f82a3d977ad,4950000,5000000000,5004900000,50000
186802,000000000000052a105fb40d9763cd893bcd21a3c36e9a4a8ee8a39795020359,13920000,5000000000,5013870000,50000
186808,0000000000000963cb01fc77459ef112b0d039569f53d18d37b83099dae56f68,3900000,5000000000,5003850000,50000
186817,00000000000008204d9db840bb0fead15242c55bab3873c7c5a01c96bb3835d2,4700000,5000000000,5004650000,50000
186845,00000000000003ef45ad54ace50f26f02ea7d5a6a489f677372b8a9e24d50db3,4900000,5000000000,5004850000,50000
186847,000000000000029af8835b7ade8e1b44ee82b2ec0c59e82d3036de47a855a031,6100000,5000000000,5006050000,50000
186856,000000000000070be7cbc062bcf5a1028d61dc020ebc954f9da60246c5b92abc,26812500,5000000000,5026762500,50000
186860,000000000000006915c714833ea3a9be99dbbbd31fe9a40ea06194ccaa7b02b2,15592106,5000000000,5015542106,50000
186885,00000000000002eb336cf736f9ffa3afd9b1669cf709c77a251e2a73b1b35a0d,17392500,5000000000,5017342500,50000
186921,00000000000007d9004d88fd0cac6e215ea1d79b9e49489e87b63203a7f03955,2750000,5000000000,5002700000,50000
186959,000000000000052ff28daa3cef5f803f3cc77f6ddd664e9bb87dc09bd642cbec,25600000,5000000000,5025550000,50000
186971,0000000000000600498a139cfff8940a434e2351c418f8fd566236535b487ddd,13460000,5000000000,5013410000,50000
187115,000000000000026f344c8219935cf66a81876c745a3eb4b80d90ea51529cc299,6772500,5000000000,5006722500,50000
187149,000000000000028143359bda2f20f745e28194643f3246168699ba841abfac5c,18650000,5000000000,5018600000,50000
187169,000000000000071b90bacbba0b18dbfc630adbdb82d2a367ec9b36bd329c0c3c,2450000,5000000000,5002400000,50000
187173,000000000000064a06f51e3d269a1fdaa17756477c69993781474189d3fc6e3a,2650000,5000000000,5002600000,50000
187180,00000000000008583d941db3ca0200646dd7b6389f735e2861f4193aa8ba7c20,1738000,5000000000,5001688000,50000
187187,000000000000038ce7ce39bdadce450882e7ccb47778cfc1d7cde028a10c8cbd,4200000,5000000000,5004150000,50000
187191,0000000000000704437fd7772767cc33c9eeb3c460744b94b7a9c7beb3086066,3500000,5000000000,5003450000,50000
187204,00000000000008075c4c16eba99f6253b00c4c4c726f6e3e058606965b92ff18,1550000,5000000000,5001500000,50000
187216,000000000000034fb8442672a9896ab6fa624d3959bfc9aa7d12b06b32088269,12604500,5000000000,5012554500,50000
187276,0000000000000090899a3ced0552a3c2649209a4139eee28029dc358b297bd21,16763974,5000000000,5016713974,50000
187286,000000000000056d57bc73ae753963b35077df0a8f956c9bbe4419070df1112d,1350000,5000000000,5001300000,50000
187402,000000000000019e87f02b837c06d17bd65a62160ff9b93cdb0c950043018a4e,9567500,5000000000,5009517500,50000
187411,000000000000081723a5c8d251f8fe5a2ac486a92f6b507450fe68a6308a950b,3360000,5000000000,5003310000,50000
187416,00000000000003d5bcbd4ba655eb6a86b06739d74a5a22acd6435f12d0168b6b,3550000,5000000000,5003500000,50000
187423,00000000000002be26fdcd5cc9cc22006a14ae3a94f1e7775db015f1662e2db7,2570000,5000000000,5002520000,50000
187476,00000000000006b3e8b1b06abda4059f48ce1b071578a4f26659c69932711c9c,16217500,5000000000,5016167500,50000
187477,00000000000004aaf06f2ea0e4cd12f1ca1b8651b12f974cd77cc752aac9cc52,15450000,5000000000,5015400000,50000
187478,000000000000009809807cc211cda70dd5bced26aa874e18f43fb1e4c0b6eca9,16915000,5000000000,5016365000,550000
187512,000000000000011874e30d3d709921f721f12cde57f24dc984d36d9322ed38c6,15372500,5000000000,5015272500,100000
187521,0000000000000555b64c1a115b24dec5e3c1340fdbfc60ad16d954f1d665fc54,47980000,5000000000,5047930000,50000
187531,00000000000001f28744324ef966aa8481884aeac98b03d7edb22629bebf4209,6000000,5000000000,5005850000,150000
187624,00000000000006b07f79d393d8ca4905a540a9571fe7843a4acaeaac83a4921c,17537500,5000000000,5017487500,50000
187631,0000000000000582ca20bb903edc1491372e7d5884be0c56d0c3cb1464a2c1df,15972500,5000000000,5015922500,50000
187643,00000000000000301f387a7a4ac07aa819cd9db65665718ec81cd78dba244f93,15860000,5000000000,5015810000,50000
187645,000000000000067ce646509f7d0b708f1b106549c28aa6c329bdcd7972063f8b,16375000,5000000000,5016325000,50000
187719,000000000000091f52fdbb6bc0bfc597bcf7cbf72391bbaf458fc881405eae7d,3960000,5000000000,5003660000,300000
187745,000000000000056a176283e5e5c1871059de6924c916c8abbcefb5644dc64722,30374665,5000000000,5030324665,50000
187848,00000000000008ac2abe55f530d4169e3d63524b745d69873368a2c4190b69a3,22108082,5000000000,5022058082,50000
187868,000000000000025e0f2c5fcfec37f926aeb2e670e09d9b63ead5dcc14669f91b,63187500,5000000000,5063137500,50000
187876,00000000000007b38933e710919ae6c62f49d3c247f885b990493fa8065c3b4f,80440000,5000000000,5080390000,50000
187925,0000000000000426238e5a4fb54147d77f54f607f7b9e1861ecbb6d03bb3be88,6650000,5000000000,5006600000,50000
187972,000000000000033c0ef3574cf240a5b3cf79d27db587921e7c29d393cb7df89f,1650000,5000000000,5001600000,50000
187986,0000000000000022f3f703c594b6a0266951b603278f1dace79f9d7adcfbd0a9,5835000,5000000000,5005785000,50000
187992,00000000000005aa7aa68e9c73bc2b1f34de746dae9cdfcb5e0e11d298679f7b,7102500,5000000000,5007052500,50000
188024,0000000000000223c71d11b320cd571fa8e5a581cb7850754865f9363104cf91,3402500,5000000000,5003352500,50000
188070,0000000000000525084b1d2daefd32fa11eaef023c017a11312c72f2b466df7b,13330000,5000000000,5013280000,50000
188078,000000000000081f05c6c12ec09187fa1be4055630257c0c92a38c9e7412c093,33432500,5000000000,5033382500,50000
188162,00000000000008f795ead503f00d84fb91f85f8a04d26c0d55887af9031af325,2655000,5000000000,5002605000,50000
188197,000000000000090db43c3fc5aaa3d4973061654fe530977dd0029cf99ad5e9a0,15917500,5000000000,5015317500,600000
188216,000000000000029c1202325a748778bf4b64ba2d12d47fbe91c09ed1e711ea6b,7732500,5000000000,5007682500,50000
188227,00000000000001b458025f8deb641d180aea874003e8acd087abbe2b29982279,15400000,5000000000,5015350000,50000
188279,000000000000009ab9a4ca490edbb7f6b7fb810dfc4fbeed53824d4f95b9c862,8510000,5000000000,5008460000,50000
188377,00000000000006fcfb1ac89d21f638407b5740c93b4885fb1a5960bea81a0607,70000,5000000000,5000020000,50000
188378,000000000000015756b4cd10b7833c53797593c20af9c8fe0cb2590f22c5894b,1700000,5000000000,5001650000,50000
188382,00000000000003d8190e06edd2a573f6d10c9beffad530072a4e7c8904fe4ddd,39724000,5000000000,5039674000,50000
188417,000000000000068db7b54968995fce470f02f7fbef8e273343024b1db7e38234,51449500,5000000000,5051399500,50000
188433,000000000000080f135d2cc22540d4a883a126a3104f218e97e32d48b7329503,44310000,5000000000,5044260000,50000
188446,00000000000000e9305469dcea600ab3de64190450a0def2ad5a6845167cfa7e,13602500,5000000000,5013552500,50000
188477,0000000000000341f3256276246862f8877d532a39358f0acc2c9bf4a02e7db1,17000000,5000000000,5016950000,50000
188501,0000000000000939a36a70339cb9c424d67951a8cf3b1f8cbc6d2aa31dad83d0,27640000,5000000000,5027590000,50000
188524,000000000000020598dc0e67271176033e4bb5d21668bc534e4d148071db2244,6082510,5000000000,5006032510,50000
188542,00000000000006999c8f6beb24336bc3db1fedd688550b36840e4bacaf7fcdea,9842500,5000000000,5009792500,50000
188557,0000000000000551289bbcb53fc64c80ed93dd6e79a95ca0043c4056a8558670,6005000,5000000000,5005955000,50000
188596,00000000000005656b3489b90512e17a22d97cf212e791ebe825a94844f90d07,8095000,5000000000,5008045000,50000
188693,000000000000053172c4f14173d1fff41ba35a02d1cf9e0e2d4b861c836b1b27,250000,5000000000,5000200000,50000
188699,00000000000004e2c8d429089a9322e887559ee8c2a27f60018333122fb296ae,350000,5000000000,5000300000,50000
188772,0000000000000754537298dfd9b932b7d754d4a96aaeb47a071380a5d7a503ca,14077515,5000000000,5014027515,50000
188877,00000000000004463386a43fdae88726733cd8792eaccdd19ceb53ee61b8a82d,2800000,5000000000,5002790000,10000
188922,000000000000043c7b720fd605e0813802e5c2c8ca19975225e3eb319226a41c,16867500,5000000000,5016817500,50000
188974,00000000000007d58f6ffa84118f534eefaa2b7fd6fba7394d05da3012d3c966,200000,5000000000,5000150000,50000
188977,00000000000003f30f615f5c2f9408a7d8df8db719249ab6268dc8dcd9048e7b,6514500,5000000000,5006504500,10000
188985,00000000000002214d4c440213afe3b633ea656189900ed7cb68527455496926,13100385,5000000000,5013050385,50000
189003,000000000000061cc3de70ee68d91a0731381f65ec2548259ef0f4b9f62f7d5f,1110000,5000000000,5000110000,1000000
189006,00000000000008083b5e302a18949923c445f3a0d980f69609b515033993eaf2,1160000,5000000000,5001110000,50000
189068,00000000000001fcce7bd076f420885fa8120270e534f817f2f73705823d92ab,17175000,5000000000,5017125000,50000
189089,0000000000000529f08ee9257e04a351b09cb8a3c0a99f274867c115c6e8aee3,1004000,5000000000,5001000000,4000
189184,000000000000009ab4aa66b175c638c955574dbfa32ba081c924ce5a82db5df8,25155000,5000000000,5025105000,50000
189224,0000000000000901f35fb36568d8d1ea6d25b4794d9046b77c9b0418473e65ee,5240873,5000000000,5005190873,50000
189227,000000000000085d1957d25d9f906190b98a06c0ac9f4fa5587c916f1b751b9f,40375000,5000000000,5040325000,50000
189239,0000000000000546a9bd7d29ed6e6cbe388ff397e5c9fb995e3d8651c83387b7,9589500,5000000000,5009539500,50000
189251,000000000000076c0287009852434bf9c1d277e74f5a6c7442efed54f1a15cfb,36762500,5000000000,5036712500,50000
189255,00000000000004a27795d128839835020ac94820a351496835c4e720df6ce513,14027500,5000000000,5013977500,50000
189270,00000000000008702f1bfdd5dff18ee2b0310dfeafe996186641018ed7f35f05,3842500,5000000000,5003832500,10000
189278,000000000000026030e0afc3cd8be7497c45073692f20b53f49bc8342aee7593,18865000,5000000000,5018815000,50000
