Block Height,Block ID,Tx Fee,Block Reward,Miner Claimed,Unclaimed
168596,00000000000001263d1d7d0600ec1d73503cdd42a1404b3b43e3cc4f462d66d3,650000,5000000000,5000000000,650000
169464,0000000000000253628e3dbd80da8d5475693ce8148509f92c39168ff5361293,2150000,5000000000,5000000000,2150000
169670,0000000000000a2c5d4d0d790ef1812c6116de407ec35eee6011e2b75370cf00,910000,5000000000,5000000000,910000
169899,00000000000000265170dfc11af98b3bdb38b2058dd6837fb404d8333725871c,5200000,5000000000,5000000000,5200000
180324,00000000000006ffb2b54b480bed1564dd3ac943fec1e6dabad155f09c0509ed,23050010,5000000000,5023000010,50000
180435,00000000000000c048fbafee67a8beb15536b9c5398e01a32a93454075ee4967,16932500,5000000000,5016882500,50000
180442,0000000000000689e760d01cb7056f790b3c10ab0f0e9c8c5f222f525b9d0eb1,9962500,5000000000,5009912500,50000
180470,00000000000000f41c66690f97a18d8e4f8e6e187f300d515211ab2bc902ab7d,12960000,5000000000,5012910000,50000
180492,0000000000000589109071592823d96bbead404c19e466138c85efcec5d1b27b,7815000,5000000000,5007765000,50000
180539,00000000000000a564232ce80a5755af9b5d47965be1a35ee12b8fbc6c7069db,21957500,5000000000,5021907500,50000
180573,000000000000018defd1cffca7eee1d96c53b96b7dee20692353f8e5b72dc05a,19978917,5000000000,5019928917,50000
180578,00000000000000948968b5b957bc1cef8c93b9b138b1f0ef01a6122bd2f21c3d,9166000,5000000000,5009116000,50000
180591,000000000000065f85ae45b76889b4a19d5f6bd3e5377ff63d0cd6f33628d505,7502500,5000000000,5007452500,50000
180597,000000000000008b523b65c0b0c0d8860ff8e73c8ca068d1635d8f35a1850253,4155000,5000000000,5003255000,900000
180628,0000000000000453c7f1efa4ffdf98ae746115ac3d801cbf5819848976e05685,22102500,5000000000,5022052500,50000
180678,000000000000075d5ecff63e7e32b8bd75c8aa165531d0f75cdf9ea42dd62394,9872500,5000000000,5009822500,50000
180691,000000000000012d9529b10ce17c41f1d5fa82c0452bd1961d264caab2c6ddd8,6007500,5000000000,5005957500,50000
180788,000000000000017c54f59a84edc199f4fa3aef4a760647f3014a013ca31c51d5,54499880,5000000000,5054449880,50000
180833,00000000000004e1156fad6682938cd79383b0715969263286c0d877d5cf5174,14307500,5000000000,5014257500,50000
180837,00000000000006bc9956fe5ffc47c310a4270f560866ee86d8b5b30f75ff1ee8,58070000,5000000000,5058020000,50000
180888,000000000000029335786511aa4b97106199793a7ebace11643cdd0663a0f36a,26395000,5000000000,5026342500,52500
180905,00000000000008cd7436cb5bfde7ca87db9f34f28ff93f1a4073c754aedc439f,16565000,5000000000,5016515000,50000
180985,0000000000000293f132eb8f20d7acbea27395e001c5268941f98c2fdce5e5b5,27670000,5000000000,5027620000,50000
181014,00000000000003ddf3a808f1f926df8c792d2c33aff8c61d3df293ef8ff913e5,84209261,5000000000,5084159261,50000
181104,00000000000001c736f6856ef43b8861d40f71602e43cb07ad26c1ea12eea5dc,15150000,5000000000,5015100000,50000
181118,000000000000059cf5996e845eb29e4bddbc6c8c5411a4f51505f7ff2007d8b9,2752500,5000000000,5002702500,50000
181348,0000000000000149438ccbe91cc849f84bbffeaaf144fe4ed14d45d76a860efc,13972500,5000000000,5013922500,50000
181588,00000000000008e9aea6d84566eaf23cae2d14d0309cf67d3a1fba0e37b0878f,7452500,5000000000,5007402500,50000
181591,0000000000000798bb6d5f4c2d13b51b905a26b36d692be39a1eb16ee27ff707,21220000,5000000000,5021120000,100000
181602,00000000000002acc0b5c8de8fca6604ac1040e3e4ef5526541a6485da61eb39,1904440,5000000000,5001854440,50000
181603,000000000000036b3e13855ba78eb72d9403bf19d167e060103a50b5f82a24ee,17407182,5000000000,5017406182,1000
181625,00000000000006eac0b5a0b71e6cd21c5843490053af0d8b7a06fbca1a8f9b85,6762500,5000000000,5006712500,50000
181653,000000000000077951b658b98c07c8a1c3fdcaa52feebfacc454d4968f6c2822,29115000,5000000000,5029065000,50000
181750,00000000000009271c9294b2bc6b25b8785a073ba3ddf75428cbd72c2115c1a7,3335000,5000000000,5003285000,50000
181780,00000000000008bef01d6257f3fc84d573b88753d9595a0fe6061af9f9360ec6,16360000,5000000000,5016160000,200000
181790,0000000000000a0d4d2ae28d33f5f120f30950017d7e15e2af6daebc2284756a,3510000,5000000000,5003460000,50000
181796,00000000000008a8e51c351203c261d46fd2aeaa7569d6fa9d31a0a0542cdf4a,5742500,5000000000,5005692500,50000
181839,000000000000049b848aa95cce5f650f0af2df42601474268621cde9ec8c7302,18449000,5000000000,5018399000,50000
181853,0000000000000206c4658db744122e0635cf19573b301f86f791103dece61cf4,3050000,5000000000,5003000000,50000
181875,00000000000005f5037d9fd47579cc9ecab065a3843e70e52757735fd23417ce,18572500,5000000000,5018522500,50000
181882,0000000000000a51262685f78998bc61e54e0a8c39d6bc3ccdbe607cc54b2dad,3150000,5000000000,5003100000,50000
181886,000000000000093df12a04d8a2b4fae5d4da70b5ad0bbac9c185a7cde1977cfc,16102500,5000000000,5016052500,50000
181949,00000000000006f261f9ff3d9456e6f8b70b62c47087dc607ebabfbfca8282dd,19305000,5000000000,5019255000,50000
181986,00000000000000b815e159fb4fd004eeba901c05cc30794881f445bccb301c89,30812500,5000000000,5030762500,50000
